iter	Accuracy	Logloss
80	0.542438604	0.6875856414
81	0.542438604	0.6875856414
82	0.542438604	0.6875856414
83	0.542438604	0.6875856414
84	0.542438604	0.6875856414
85	0.542438604	0.6875856414
86	0.542438604	0.6875856414
87	0.542438604	0.6875856414
88	0.542438604	0.6875856412
89	0.542438604	0.6875856412
90	0.542438604	0.6875856412
91	0.542438604	0.6875856412
92	0.542438604	0.6875856412
93	0.542438604	0.687585641
94	0.542438604	0.687585641
95	0.542438604	0.687585641
96	0.542438604	0.687585641
97	0.542438604	0.687585641
98	0.542438604	0.687585641
99	0.542438604	0.687585641
100	0.542438604	0.687585641
101	0.542438604	0.687585641
102	0.542438604	0.687585641
103	0.542438604	0.687585641
104	0.542438604	0.687585641
105	0.542438604	0.687585641
106	0.542438604	0.687585641
107	0.542438604	0.687585641
108	0.542438604	0.6875856408
109	0.542438604	0.6875856408
110	0.542438604	0.6875856408
111	0.542438604	0.6875856408
112	0.542438604	0.6875856408
113	0.542438604	0.6875856408
114	0.542438604	0.6875856408
115	0.542438604	0.6875856408
116	0.542438604	0.6875856408
117	0.542438604	0.6875856408
118	0.542438604	0.6875856408
119	0.542438604	0.6875856408
120	0.542438604	0.6875856408
121	0.542438604	0.6875856408
122	0.542438604	0.6875856408
123	0.542438604	0.6875856408
124	0.542438604	0.6875856408
125	0.542438604	0.6875856408
126	0.542438604	0.6875856408
127	0.542438604	0.6875856408
128	0.542438604	0.6875856408
129	0.542438604	0.6875856408
130	0.542438604	0.6875856408
131	0.542438604	0.6875856408
132	0.542438604	0.6875856408
133	0.542438604	0.6875856408
134	0.542438604	0.6875856408
135	0.542438604	0.6875856408
136	0.542438604	0.6875856408
137	0.542438604	0.6875856408
138	0.542438604	0.6875856408
139	0.542438604	0.6875856408
140	0.542438604	0.6875856408
141	0.542438604	0.6875856408
142	0.542438604	0.6875856408
143	0.542438604	0.6875856408
144	0.542438604	0.6875856408
145	0.542438604	0.6875856408
146	0.542438604	0.6875856408
147	0.542438604	0.6875856408
148	0.542438604	0.6875856408
149	0.542438604	0.6875856408
150	0.542438604	0.6875856408
151	0.542438604	0.6875856408
152	0.542438604	0.6875856408
153	0.542438604	0.6875856408
154	0.542438604	0.6875856408
155	0.542438604	0.6875856408
156	0.542438604	0.6875856408
157	0.542438604	0.6875856408
158	0.542438604	0.6875856408
159	0.542438604	0.6875856408
160	0.542438604	0.6875856408
161	0.542438604	0.6875856408
162	0.542438604	0.6875856408
163	0.542438604	0.6875856408
164	0.542438604	0.6875856408
165	0.542438604	0.6875856408
166	0.542438604	0.6875856408
167	0.542438604	0.6875856408
168	0.542438604	0.6875856408
169	0.542438604	0.6875856408
170	0.542438604	0.6875856408
171	0.542438604	0.6875856408
172	0.542438604	0.6875856408
173	0.542438604	0.6875856408
174	0.542438604	0.6875856408
175	0.542438604	0.6875856408
176	0.542438604	0.6875856408
177	0.542438604	0.6875856408
178	0.542438604	0.6875856408
179	0.542438604	0.6875856408
180	0.542438604	0.6875856408
181	0.542438604	0.6875856408
182	0.542438604	0.6875856408
183	0.542438604	0.6875856408
184	0.542438604	0.6875856408
185	0.542438604	0.6875856408
186	0.542438604	0.6875856408
187	0.542438604	0.6875856408
188	0.542438604	0.6875856408
189	0.542438604	0.6875856408
190	0.542438604	0.6875856408
191	0.542438604	0.6875856408
192	0.542438604	0.6875856408
193	0.542438604	0.6875856408
194	0.542438604	0.6875856408
195	0.542438604	0.6875856408
196	0.542438604	0.6875856408
197	0.542438604	0.6875856408
198	0.542438604	0.6875856408
199	0.542438604	0.6875856408
200	0.542438604	0.6875856408
201	0.542438604	0.6875856408
202	0.542438604	0.6875856408
203	0.542438604	0.6875856408
204	0.542438604	0.6875856408
205	0.542438604	0.6875856408
206	0.542438604	0.6875856408
207	0.542438604	0.6875856408
208	0.542438604	0.6875856408
209	0.542438604	0.6875856408
210	0.542438604	0.6875856408
211	0.542438604	0.6875856408
212	0.542438604	0.6875856408
213	0.542438604	0.6875856408
214	0.542438604	0.6875856408
215	0.542438604	0.6875856408
216	0.542438604	0.6875856408
217	0.542438604	0.6875856408
218	0.542438604	0.6875856408
219	0.542438604	0.6875856408
220	0.542438604	0.6875856408
221	0.542438604	0.6875856408
222	0.542438604	0.6875856408
223	0.542438604	0.6875856408
224	0.542438604	0.6875856408
225	0.542438604	0.6875856408
226	0.542438604	0.6875856408
227	0.542438604	0.6875856408
228	0.542438604	0.6875856408
229	0.542438604	0.6875856408
230	0.542438604	0.6875856408
231	0.542438604	0.6875856408
232	0.542438604	0.6875856408
233	0.542438604	0.6875856408
234	0.542438604	0.6875856408
235	0.542438604	0.6875856408
236	0.542438604	0.6875856408
237	0.542438604	0.6875856408
238	0.542438604	0.6875856408
239	0.542438604	0.6875856408
240	0.542438604	0.6875856408
241	0.542438604	0.6875856408
242	0.542438604	0.6875856408
243	0.542438604	0.6875856408
244	0.542438604	0.6875856408
245	0.542438604	0.6875856408
246	0.542438604	0.6875856408
247	0.542438604	0.6875856408
248	0.542438604	0.6875856408
249	0.542438604	0.6875856408
250	0.542438604	0.6875856408
251	0.542438604	0.6875856408
252	0.542438604	0.6875856408
253	0.542438604	0.6875856408
254	0.542438604	0.6875856408
255	0.542438604	0.6875856408
256	0.542438604	0.6875856408
257	0.542438604	0.6875856408
258	0.542438604	0.6875856408
259	0.542438604	0.6875856408
260	0.542438604	0.6875856408
261	0.542438604	0.6875856408
262	0.542438604	0.6875856408
263	0.542438604	0.6875856408
264	0.542438604	0.6875856408
265	0.542438604	0.6875856408
266	0.542438604	0.6875856408
267	0.542438604	0.6875856408
268	0.542438604	0.6875856408
269	0.542438604	0.6875856408
270	0.542438604	0.6875856408
271	0.542438604	0.6875856408
272	0.542438604	0.6875856408
273	0.542438604	0.6875856408
274	0.542438604	0.6875856408
275	0.542438604	0.6875856408
276	0.542438604	0.6875856408
277	0.542438604	0.6875856408
278	0.542438604	0.6875856408
279	0.542438604	0.6875856408
280	0.542438604	0.6875856408
281	0.542438604	0.6875856408
282	0.542438604	0.6875856408
283	0.542438604	0.6875856408
284	0.542438604	0.6875856408
285	0.542438604	0.6875856408
286	0.542438604	0.6875856408
287	0.542438604	0.6875856408
288	0.542438604	0.6875856408
289	0.542438604	0.6875856408
290	0.542438604	0.6875856408
291	0.542438604	0.6875856408
292	0.542438604	0.6875856408
293	0.542438604	0.6875856408
294	0.542438604	0.6875856408
295	0.542438604	0.6875856408
296	0.542438604	0.6875856408
297	0.542438604	0.6875856408
298	0.542438604	0.6875856408
299	0.542438604	0.6875856408
300	0.542438604	0.6875856408
301	0.542438604	0.6875856408
302	0.542438604	0.6875856408
303	0.542438604	0.6875856408
304	0.542438604	0.6875856408
305	0.542438604	0.6875856408
306	0.542438604	0.6875856408
307	0.542438604	0.6875856408
308	0.542438604	0.6875856408
309	0.542438604	0.6875856408
310	0.542438604	0.6875856408
311	0.542438604	0.6875856408
312	0.542438604	0.6875856408
313	0.542438604	0.6875856408
314	0.542438604	0.6875856408
315	0.542438604	0.6875856408
316	0.542438604	0.6875856408
317	0.542438604	0.6875856408
318	0.542438604	0.6875856408
319	0.542438604	0.6875856408
320	0.542438604	0.6875856408
321	0.542438604	0.6875856408
322	0.542438604	0.6875856408
323	0.542438604	0.6875856408
324	0.542438604	0.6875856408
325	0.542438604	0.6875856408
326	0.542438604	0.6875856408
327	0.542438604	0.6875856408
328	0.542438604	0.6875856408
329	0.542438604	0.6875856408
330	0.542438604	0.6875856408
331	0.542438604	0.6875856408
332	0.542438604	0.6875856408
333	0.542438604	0.6875856408
334	0.542438604	0.6875856408
335	0.542438604	0.6875856408
336	0.542438604	0.6875856408
337	0.542438604	0.6875856408
338	0.542438604	0.6875856408
339	0.542438604	0.6875856408
340	0.542438604	0.6875856408
341	0.542438604	0.6875856408
342	0.542438604	0.6875856408
343	0.542438604	0.6875856408
344	0.542438604	0.6875856408
345	0.542438604	0.6875856408
346	0.542438604	0.6875856408
347	0.542438604	0.6875856408
348	0.542438604	0.6875856408
349	0.542438604	0.6875856408
350	0.542438604	0.6875856408
351	0.542438604	0.6875856408
352	0.542438604	0.6875856408
353	0.542438604	0.6875856408
354	0.542438604	0.6875856408
355	0.542438604	0.6875856408
356	0.542438604	0.6875856408
357	0.542438604	0.6875856408
358	0.542438604	0.6875856408
359	0.542438604	0.6875856408
360	0.542438604	0.6875856408
361	0.542438604	0.6875856408
362	0.542438604	0.6875856408
363	0.542438604	0.6875856408
364	0.542438604	0.6875856408
365	0.542438604	0.6875856408
366	0.542438604	0.6875856408
367	0.542438604	0.6875856408
368	0.542438604	0.6875856408
369	0.542438604	0.6875856408
370	0.542438604	0.6875856408
371	0.542438604	0.6875856408
372	0.542438604	0.6875856408
373	0.542438604	0.6875856408
374	0.542438604	0.6875856408
375	0.542438604	0.6875856408
376	0.542438604	0.6875856408
377	0.542438604	0.6875856408
378	0.542438604	0.6875856408
379	0.542438604	0.6875856408
380	0.542438604	0.6875856408
381	0.542438604	0.6875856408
382	0.542438604	0.6875856408
383	0.542438604	0.6875856408
384	0.542438604	0.6875856408
385	0.542438604	0.6875856408
386	0.542438604	0.6875856408
387	0.542438604	0.6875856408
388	0.542438604	0.6875856408
389	0.542438604	0.6875856408
390	0.542438604	0.6875856408
391	0.542438604	0.6875856408
392	0.542438604	0.6875856408
393	0.542438604	0.6875856408
394	0.542438604	0.6875856408
395	0.542438604	0.6875856408
396	0.542438604	0.6875856408
397	0.542438604	0.6875856408
398	0.542438604	0.6875856408
399	0.542438604	0.6875856408
400	0.542438604	0.6875856408
401	0.542438604	0.6875856408
402	0.542438604	0.6875856408
403	0.542438604	0.6875856408
404	0.542438604	0.6875856408
405	0.542438604	0.6875856408
406	0.542438604	0.6875856408
407	0.542438604	0.6875856408
408	0.542438604	0.6875856408
409	0.542438604	0.6875856408
410	0.542438604	0.6875856408
411	0.542438604	0.6875856408
412	0.542438604	0.6875856408
413	0.542438604	0.6875856408
414	0.542438604	0.6875856408
415	0.542438604	0.6875856408
416	0.542438604	0.6875856408
417	0.542438604	0.6875856408
418	0.542438604	0.6875856408
419	0.542438604	0.6875856408
420	0.542438604	0.6875856408
421	0.542438604	0.6875856408
422	0.542438604	0.6875856408
423	0.542438604	0.6875856408
424	0.542438604	0.6875856408
425	0.542438604	0.6875856408
426	0.542438604	0.6875856408
427	0.542438604	0.6875856408
428	0.542438604	0.6875856408
429	0.542438604	0.6875856408
430	0.542438604	0.6875856408
431	0.542438604	0.6875856408
432	0.542438604	0.6875856408
433	0.542438604	0.6875856408
434	0.542438604	0.6875856408
435	0.542438604	0.6875856408
436	0.542438604	0.6875856408
437	0.542438604	0.6875856408
438	0.542438604	0.6875856408
439	0.542438604	0.6875856408
440	0.542438604	0.6875856408
441	0.542438604	0.6875856408
442	0.542438604	0.6875856408
443	0.542438604	0.6875856408
444	0.542438604	0.6875856408
445	0.542438604	0.6875856408
446	0.542438604	0.6875856408
447	0.542438604	0.6875856408
448	0.542438604	0.6875856408
449	0.542438604	0.6875856408
450	0.542438604	0.6875856408
451	0.542438604	0.6875856408
452	0.542438604	0.6875856408
453	0.542438604	0.6875856408
454	0.542438604	0.6875856408
455	0.542438604	0.6875856408
456	0.542438604	0.6875856408
457	0.542438604	0.6875856408
458	0.542438604	0.6875856408
459	0.542438604	0.6875856408
460	0.542438604	0.6875856408
461	0.542438604	0.6875856408
462	0.542438604	0.6875856408
463	0.542438604	0.6875856408
464	0.542438604	0.6875856408
465	0.542438604	0.6875856408
466	0.542438604	0.6875856408
467	0.542438604	0.6875856408
468	0.542438604	0.6875856408
469	0.542438604	0.6875856408
470	0.542438604	0.6875856408
471	0.542438604	0.6875856408
472	0.542438604	0.6875856408
473	0.542438604	0.6875856408
474	0.542438604	0.6875856408
475	0.542438604	0.6875856408
476	0.542438604	0.6875856408
477	0.542438604	0.6875856408
478	0.542438604	0.6875856408
479	0.542438604	0.6875856408
480	0.542438604	0.6875856408
481	0.542438604	0.6875856408
482	0.542438604	0.6875856408
483	0.542438604	0.6875856408
484	0.542438604	0.6875856408
485	0.542438604	0.6875856408
486	0.542438604	0.6875856408
487	0.542438604	0.6875856408
488	0.542438604	0.6875856408
489	0.542438604	0.6875856408
490	0.542438604	0.6875856408
491	0.542438604	0.6875856408
492	0.542438604	0.6875856408
493	0.542438604	0.6875856408
494	0.542438604	0.6875856408
495	0.542438604	0.6875856408
496	0.542438604	0.6875856408
497	0.542438604	0.6875856408
498	0.542438604	0.6875856408
499	0.542438604	0.6875856408
