iter	Accuracy	Logloss
385	0.545210728	0.6871352322
386	0.545210728	0.6871352322
387	0.545210728	0.6871352322
388	0.545210728	0.6871352322
389	0.545210728	0.6871352322
390	0.545210728	0.6871352322
391	0.545210728	0.6871352322
392	0.545210728	0.6871352322
393	0.545210728	0.6871352322
394	0.545210728	0.6871352322
395	0.545210728	0.6871352322
396	0.545210728	0.6871352322
397	0.545210728	0.6871352322
398	0.545210728	0.6871352322
399	0.545210728	0.6871352322
400	0.545210728	0.6871352322
401	0.545210728	0.6871352322
402	0.545210728	0.6871352322
403	0.545210728	0.6871352322
404	0.545210728	0.6871352322
405	0.545210728	0.6871352322
406	0.545210728	0.6871352322
407	0.545210728	0.6871352322
408	0.545210728	0.6871352322
409	0.545210728	0.6871352322
410	0.545210728	0.6871352322
411	0.545210728	0.6871352322
412	0.545210728	0.6871352322
413	0.545210728	0.6871352322
414	0.545210728	0.6871352322
415	0.545210728	0.6871352322
416	0.545210728	0.6871352322
417	0.545210728	0.6871352322
418	0.545210728	0.6871352322
419	0.545210728	0.6871352322
420	0.545210728	0.6871352322
421	0.545210728	0.6871352322
422	0.545210728	0.6871352322
423	0.545210728	0.6871352322
424	0.545210728	0.6871352322
425	0.545210728	0.6871352322
426	0.545210728	0.6871352322
427	0.545210728	0.6871352322
428	0.545210728	0.6871352322
429	0.545210728	0.6871352322
430	0.545210728	0.6871352322
431	0.545210728	0.6871352322
432	0.545210728	0.6871352322
433	0.545210728	0.6871352322
434	0.545210728	0.6871352322
435	0.545210728	0.6871352322
436	0.545210728	0.6871352322
437	0.545210728	0.6871352322
438	0.545210728	0.6871352322
439	0.545210728	0.6871352322
440	0.545210728	0.6871352322
441	0.545210728	0.6871352322
442	0.545210728	0.6871352322
443	0.545210728	0.6871352322
444	0.545210728	0.6871352322
445	0.545210728	0.6871352322
446	0.545210728	0.6871352322
447	0.545210728	0.6871352322
448	0.545210728	0.6871352322
449	0.545210728	0.6871352322
450	0.545210728	0.6871352322
451	0.545210728	0.6871352322
452	0.545210728	0.6871352322
453	0.545210728	0.6871352322
454	0.545210728	0.6871352322
455	0.545210728	0.6871352322
456	0.545210728	0.6871352322
457	0.545210728	0.6871352322
458	0.545210728	0.6871352322
459	0.545210728	0.6871352322
460	0.545210728	0.6871352322
461	0.545210728	0.6871352322
462	0.545210728	0.6871352322
463	0.545210728	0.6871352322
464	0.545210728	0.6871352322
465	0.545210728	0.6871352322
466	0.545210728	0.6871352322
467	0.545210728	0.6871352322
468	0.545210728	0.6871352322
469	0.545210728	0.6871352322
470	0.545210728	0.6871352322
471	0.545210728	0.6871352322
472	0.545210728	0.6871352322
473	0.545210728	0.6871352322
474	0.545210728	0.6871352322
475	0.545210728	0.6871352322
476	0.545210728	0.6871352322
477	0.545210728	0.6871352322
478	0.545210728	0.6871352322
479	0.545210728	0.6871352322
480	0.545210728	0.6871352322
481	0.545210728	0.6871352322
482	0.545210728	0.6871352322
483	0.545210728	0.6871352322
484	0.545210728	0.6871352322
485	0.545210728	0.6871352322
486	0.545210728	0.6871352322
487	0.545210728	0.6871352322
488	0.545210728	0.6871352322
489	0.545210728	0.6871352322
490	0.545210728	0.6871352322
491	0.545210728	0.6871352322
492	0.545210728	0.6871352322
493	0.545210728	0.6871352322
494	0.545210728	0.6871352322
495	0.545210728	0.6871352322
496	0.545210728	0.6871352322
497	0.545210728	0.6871352322
498	0.545210728	0.6871352322
499	0.545210728	0.6871352322
