iter	Accuracy	Logloss
82	0.5316673847	0.6893476061
83	0.5316673847	0.6893475904
84	0.5316673847	0.6893475823
85	0.5316673847	0.6893473874
86	0.5316673847	0.6893473625
87	0.5316673847	0.689347349
88	0.5316673847	0.6893473107
89	0.5316673847	0.6893472921
90	0.5316673847	0.6893472599
91	0.5316673847	0.6893472195
92	0.5316673847	0.68934712
93	0.5316673847	0.6893471196
94	0.5316673847	0.6893471191
95	0.5316673847	0.6893471187
96	0.5316673847	0.6893471183
97	0.5316673847	0.6893471183
98	0.5316673847	0.6893471183
99	0.5316673847	0.6893471183
100	0.5316673847	0.6893471183
101	0.5316673847	0.6893471183
102	0.5316673847	0.6893471183
103	0.5316673847	0.6893471183
104	0.5316673847	0.6893471183
105	0.5316673847	0.6893471183
106	0.5316673847	0.6893471183
107	0.5316673847	0.6893471183
108	0.5316673847	0.6893471183
109	0.5316673847	0.6893471183
110	0.5316673847	0.6893471183
111	0.5316673847	0.6893471183
112	0.5316673847	0.6893471183
113	0.5316673847	0.6893471183
114	0.5316673847	0.6893471183
115	0.5316673847	0.6893471183
116	0.5316673847	0.6893471183
117	0.5316673847	0.6893471183
118	0.5316673847	0.6893471183
119	0.5316673847	0.6893471183
120	0.5316673847	0.6893471183
121	0.5316673847	0.6893471183
122	0.5316673847	0.6893471183
123	0.5316673847	0.6893471183
124	0.5316673847	0.6893471183
125	0.5316673847	0.6893471183
126	0.5316673847	0.6893471183
127	0.5316673847	0.6893471183
128	0.5316673847	0.6893471183
129	0.5316673847	0.6893471183
130	0.5316673847	0.6893471183
131	0.5316673847	0.6893471183
132	0.5316673847	0.6893471183
133	0.5316673847	0.6893471183
134	0.5316673847	0.6893471183
135	0.5316673847	0.6893471183
136	0.5316673847	0.6893471183
137	0.5316673847	0.6893471183
138	0.5316673847	0.6893471183
139	0.5316673847	0.6893471183
140	0.5316673847	0.6893471183
141	0.5316673847	0.6893471183
142	0.5316673847	0.6893471183
143	0.5316673847	0.6893471183
144	0.5316673847	0.6893471183
145	0.5316673847	0.6893471183
146	0.5316673847	0.6893471183
147	0.5316673847	0.6893471183
148	0.5316673847	0.6893471183
149	0.5316673847	0.6893471183
150	0.5316673847	0.6893471183
151	0.5316673847	0.6893471183
152	0.5316673847	0.6893471183
153	0.5316673847	0.6893471183
154	0.5316673847	0.6893471183
155	0.5316673847	0.6893471183
156	0.5316673847	0.6893471183
157	0.5316673847	0.6893471183
158	0.5316673847	0.6893471183
159	0.5316673847	0.6893471183
160	0.5316673847	0.6893471183
161	0.5316673847	0.6893471183
162	0.5316673847	0.6893471183
163	0.5316673847	0.6893471183
164	0.5316673847	0.6893471183
165	0.5316673847	0.6893471183
166	0.5316673847	0.6893471183
167	0.5316673847	0.6893471183
168	0.5316673847	0.6893471183
169	0.5316673847	0.6893471183
170	0.5316673847	0.6893471183
171	0.5316673847	0.6893471183
172	0.5316673847	0.6893471183
173	0.5316673847	0.6893471183
174	0.5316673847	0.6893471183
175	0.5316673847	0.6893471183
176	0.5316673847	0.6893471183
177	0.5316673847	0.6893471183
178	0.5316673847	0.6893471183
179	0.5316673847	0.6893471183
180	0.5316673847	0.6893471183
181	0.5316673847	0.6893471183
182	0.5316673847	0.6893471183
183	0.5316673847	0.6893471183
184	0.5316673847	0.6893471183
185	0.5316673847	0.6893471183
186	0.5316673847	0.6893471183
187	0.5316673847	0.6893471183
188	0.5316673847	0.6893471183
189	0.5316673847	0.6893471183
190	0.5316673847	0.6893471183
191	0.5316673847	0.6893471183
192	0.5316673847	0.6893471183
193	0.5316673847	0.6893471183
194	0.5316673847	0.6893471183
195	0.5316673847	0.6893471183
196	0.5316673847	0.6893471183
197	0.5316673847	0.6893471183
198	0.5316673847	0.6893471183
199	0.5316673847	0.6893471183
200	0.5316673847	0.6893471183
201	0.5316673847	0.6893471183
202	0.5316673847	0.6893471183
203	0.5316673847	0.6893471183
204	0.5316673847	0.6893471183
205	0.5316673847	0.6893471183
206	0.5316673847	0.6893471183
207	0.5316673847	0.6893471183
208	0.5316673847	0.6893471183
209	0.5316673847	0.6893471183
210	0.5316673847	0.6893471183
211	0.5316673847	0.6893471183
212	0.5316673847	0.6893471183
213	0.5316673847	0.6893471183
214	0.5316673847	0.6893471183
215	0.5316673847	0.6893471183
216	0.5316673847	0.6893471183
217	0.5316673847	0.6893471183
218	0.5316673847	0.6893471183
219	0.5316673847	0.6893471183
220	0.5316673847	0.6893471183
221	0.5316673847	0.6893471183
222	0.5316673847	0.6893471183
223	0.5316673847	0.6893471183
224	0.5316673847	0.6893471183
225	0.5316673847	0.6893471183
226	0.5316673847	0.6893471183
227	0.5316673847	0.6893471183
228	0.5316673847	0.6893471183
229	0.5316673847	0.6893471183
230	0.5316673847	0.6893471183
231	0.5316673847	0.6893471183
232	0.5316673847	0.6893471183
233	0.5316673847	0.6893471183
234	0.5316673847	0.6893471183
235	0.5316673847	0.6893471183
236	0.5316673847	0.6893471183
237	0.5316673847	0.6893471183
238	0.5316673847	0.6893471183
239	0.5316673847	0.6893471183
240	0.5316673847	0.6893471183
241	0.5316673847	0.6893471183
242	0.5316673847	0.6893471183
243	0.5316673847	0.6893471183
244	0.5316673847	0.6893471183
245	0.5316673847	0.6893471183
246	0.5316673847	0.6893471183
247	0.5316673847	0.6893471183
248	0.5316673847	0.6893471183
249	0.5316673847	0.6893471183
250	0.5316673847	0.6893471183
251	0.5316673847	0.6893471183
252	0.5316673847	0.6893471183
253	0.5316673847	0.6893471183
254	0.5316673847	0.6893471183
255	0.5316673847	0.6893471183
256	0.5316673847	0.6893471183
257	0.5316673847	0.6893471183
258	0.5316673847	0.6893471183
259	0.5316673847	0.6893471183
260	0.5316673847	0.6893471183
261	0.5316673847	0.6893471183
262	0.5316673847	0.6893471183
263	0.5316673847	0.6893471183
264	0.5316673847	0.6893471183
265	0.5316673847	0.6893471183
266	0.5316673847	0.6893471183
267	0.5316673847	0.6893471183
268	0.5316673847	0.6893471183
269	0.5316673847	0.6893471183
270	0.5316673847	0.6893471183
271	0.5316673847	0.6893471183
272	0.5316673847	0.6893471183
273	0.5316673847	0.6893471183
274	0.5316673847	0.6893471183
275	0.5316673847	0.6893471183
276	0.5316673847	0.6893471183
277	0.5316673847	0.6893471183
278	0.5316673847	0.6893471183
279	0.5316673847	0.6893471183
280	0.5316673847	0.6893471183
281	0.5316673847	0.6893471183
282	0.5316673847	0.6893471183
283	0.5316673847	0.6893471183
284	0.5316673847	0.6893471183
285	0.5316673847	0.6893471183
286	0.5316673847	0.6893471183
287	0.5316673847	0.6893471183
288	0.5316673847	0.6893471183
289	0.5316673847	0.6893471183
290	0.5316673847	0.6893471183
291	0.5316673847	0.6893471183
292	0.5316673847	0.6893471183
293	0.5316673847	0.6893471183
294	0.5316673847	0.6893471183
295	0.5316673847	0.6893471183
296	0.5316673847	0.6893471183
297	0.5316673847	0.6893471183
298	0.5316673847	0.6893471183
299	0.5316673847	0.6893471183
300	0.5316673847	0.6893471183
301	0.5316673847	0.6893471183
302	0.5316673847	0.6893471183
303	0.5316673847	0.6893471183
304	0.5316673847	0.6893471183
305	0.5316673847	0.6893471183
306	0.5316673847	0.6893471183
307	0.5316673847	0.6893471183
308	0.5316673847	0.6893471183
309	0.5316673847	0.6893471183
310	0.5316673847	0.6893471183
311	0.5316673847	0.6893471183
312	0.5316673847	0.6893471183
313	0.5316673847	0.6893471183
314	0.5316673847	0.6893471183
315	0.5316673847	0.6893471183
316	0.5316673847	0.6893471183
317	0.5316673847	0.6893471183
318	0.5316673847	0.6893471183
319	0.5316673847	0.6893471183
320	0.5316673847	0.6893471183
321	0.5316673847	0.6893471183
322	0.5316673847	0.6893471183
323	0.5316673847	0.6893471183
324	0.5316673847	0.6893471183
325	0.5316673847	0.6893471183
326	0.5316673847	0.6893471183
327	0.5316673847	0.6893471183
328	0.5316673847	0.6893471183
329	0.5316673847	0.6893471183
330	0.5316673847	0.6893471183
331	0.5316673847	0.6893471183
332	0.5316673847	0.6893471183
333	0.5316673847	0.6893471183
334	0.5316673847	0.6893471183
335	0.5316673847	0.6893471183
336	0.5316673847	0.6893471183
337	0.5316673847	0.6893471183
338	0.5316673847	0.6893471183
339	0.5316673847	0.6893471183
340	0.5316673847	0.6893471183
341	0.5316673847	0.6893471183
342	0.5316673847	0.6893471183
343	0.5316673847	0.6893471183
344	0.5316673847	0.6893471183
345	0.5316673847	0.6893471183
346	0.5316673847	0.6893471183
347	0.5316673847	0.6893471183
348	0.5316673847	0.6893471183
349	0.5316673847	0.6893471183
350	0.5316673847	0.6893471183
351	0.5316673847	0.6893471183
352	0.5316673847	0.6893471183
353	0.5316673847	0.6893471183
354	0.5316673847	0.6893471183
355	0.5316673847	0.6893471183
356	0.5316673847	0.6893471183
357	0.5316673847	0.6893471183
358	0.5316673847	0.6893471183
359	0.5316673847	0.6893471183
360	0.5316673847	0.6893471183
361	0.5316673847	0.6893471183
362	0.5316673847	0.6893471183
363	0.5316673847	0.6893471183
364	0.5316673847	0.6893471183
365	0.5316673847	0.6893471183
366	0.5316673847	0.6893471183
367	0.5316673847	0.6893471183
368	0.5316673847	0.6893471183
369	0.5316673847	0.6893471183
370	0.5316673847	0.6893471183
371	0.5316673847	0.6893471183
372	0.5316673847	0.6893471183
373	0.5316673847	0.6893471183
374	0.5316673847	0.6893471183
375	0.5316673847	0.6893471183
376	0.5316673847	0.6893471183
377	0.5316673847	0.6893471183
378	0.5316673847	0.6893471183
379	0.5316673847	0.6893471183
380	0.5316673847	0.6893471183
381	0.5316673847	0.6893471183
382	0.5316673847	0.6893471183
383	0.5316673847	0.6893471183
384	0.5316673847	0.6893471183
385	0.5316673847	0.6893471183
386	0.5316673847	0.6893471183
387	0.5316673847	0.6893471183
388	0.5316673847	0.6893471183
389	0.5316673847	0.6893471183
390	0.5316673847	0.6893471183
391	0.5316673847	0.6893471183
392	0.5316673847	0.6893471183
393	0.5316673847	0.6893471183
394	0.5316673847	0.6893471183
395	0.5316673847	0.6893471183
396	0.5316673847	0.6893471183
397	0.5316673847	0.6893471183
398	0.5316673847	0.6893471183
399	0.5316673847	0.6893471183
400	0.5316673847	0.6893471183
401	0.5316673847	0.6893471183
402	0.5316673847	0.6893471183
403	0.5316673847	0.6893471183
404	0.5316673847	0.6893471183
405	0.5316673847	0.6893471183
406	0.5316673847	0.6893471183
407	0.5316673847	0.6893471183
408	0.5316673847	0.6893471183
409	0.5316673847	0.6893471183
410	0.5316673847	0.6893471183
411	0.5316673847	0.6893471183
412	0.5316673847	0.6893471183
413	0.5316673847	0.6893471183
414	0.5316673847	0.6893471183
415	0.5316673847	0.6893471183
416	0.5316673847	0.6893471183
417	0.5316673847	0.6893471183
418	0.5316673847	0.6893471183
419	0.5316673847	0.6893471183
420	0.5316673847	0.6893471183
421	0.5316673847	0.6893471183
422	0.5316673847	0.6893471183
423	0.5316673847	0.6893471183
424	0.5316673847	0.6893471183
425	0.5316673847	0.6893471183
426	0.5316673847	0.6893471183
427	0.5316673847	0.6893471183
428	0.5316673847	0.6893471183
429	0.5316673847	0.6893471183
430	0.5316673847	0.6893471183
431	0.5316673847	0.6893471183
432	0.5316673847	0.6893471183
433	0.5316673847	0.6893471183
434	0.5316673847	0.6893471183
435	0.5316673847	0.6893471183
436	0.5316673847	0.6893471183
437	0.5316673847	0.6893471183
438	0.5316673847	0.6893471183
439	0.5316673847	0.6893471183
440	0.5316673847	0.6893471183
441	0.5316673847	0.6893471183
442	0.5316673847	0.6893471183
443	0.5316673847	0.6893471183
444	0.5316673847	0.6893471183
445	0.5316673847	0.6893471183
446	0.5316673847	0.6893471183
447	0.5316673847	0.6893471183
448	0.5316673847	0.6893471183
449	0.5316673847	0.6893471183
450	0.5316673847	0.6893471183
451	0.5316673847	0.6893471183
452	0.5316673847	0.6893471183
453	0.5316673847	0.6893471183
454	0.5316673847	0.6893471183
455	0.5316673847	0.6893471183
456	0.5316673847	0.6893471183
457	0.5316673847	0.6893471183
458	0.5316673847	0.6893471183
459	0.5316673847	0.6893471183
460	0.5316673847	0.6893471183
461	0.5316673847	0.6893471183
462	0.5316673847	0.6893471183
463	0.5316673847	0.6893471183
464	0.5316673847	0.6893471183
465	0.5316673847	0.6893471183
466	0.5316673847	0.6893471183
467	0.5316673847	0.6893471183
468	0.5316673847	0.6893471183
469	0.5316673847	0.6893471183
470	0.5316673847	0.6893471183
471	0.5316673847	0.6893471183
472	0.5316673847	0.6893471183
473	0.5316673847	0.6893471183
474	0.5316673847	0.6893471183
475	0.5316673847	0.6893471183
476	0.5316673847	0.6893471183
477	0.5316673847	0.6893471183
478	0.5316673847	0.6893471183
479	0.5316673847	0.6893471183
480	0.5316673847	0.6893471183
481	0.5316673847	0.6893471183
482	0.5316673847	0.6893471183
483	0.5316673847	0.6893471183
484	0.5316673847	0.6893471183
485	0.5316673847	0.6893471183
486	0.5316673847	0.6893471183
487	0.5316673847	0.6893471183
488	0.5316673847	0.6893471183
489	0.5316673847	0.6893471183
490	0.5316673847	0.6893471183
491	0.5316673847	0.6893471183
492	0.5316673847	0.6893471183
493	0.5316673847	0.6893471183
494	0.5316673847	0.6893471183
495	0.5316673847	0.6893471183
496	0.5316673847	0.6893471183
497	0.5316673847	0.6893471183
498	0.5316673847	0.6893471183
499	0.5316673847	0.6893471183
