iter	Passed	Remaining
214	961	1274
215	965	1269
216	974	1270
217	978	1265
218	981	1259
219	997	1269
220	1003	1267
221	1007	1262
222	1013	1258
223	1019	1256
224	1024	1252
225	1028	1247
226	1036	1246
227	1046	1248
228	1053	1246
229	1062	1247
230	1066	1241
231	1070	1236
232	1076	1233
233	1080	1228
234	1085	1223
235	1090	1220
236	1095	1215
237	1099	1210
238	1103	1205
239	1109	1202
240	1113	1197
241	1118	1192
242	1126	1190
243	1129	1184
244	1133	1179
245	1139	1176
246	1143	1171
247	1148	1166
248	1154	1163
249	1160	1160
250	1169	1159
251	1177	1158
252	1182	1154
253	1189	1151
254	1194	1148
255	1201	1144
256	1205	1140
257	1210	1135
258	1219	1134
259	1221	1127
260	1223	1120
261	1225	1113
262	1228	1107
263	1230	1099
264	1232	1093
265	1234	1086
266	1236	1078
267	1238	1071
268	1240	1064
269	1242	1058
270	1244	1051
271	1246	1044
272	1248	1038
273	1351	1114
274	1383	1132
275	1385	1124
276	1387	1116
277	1389	1109
278	1391	1101
279	1393	1094
280	1395	1087
281	1397	1080
282	1399	1073
283	1401	1066
284	1403	1058
285	1405	1051
286	1407	1044
287	1409	1037
288	1437	1049
289	1441	1044
290	1447	1039
291	1451	1034
292	1455	1028
293	1463	1025
294	1467	1019
295	1472	1014
296	1478	1010
297	1480	1003
298	1481	996
299	1483	989
300	1485	982
301	1487	975
302	1490	969
303	1501	968
304	1506	963
305	1508	956
306	1510	949
307	1511	942
308	1513	935
309	1515	928
310	1517	922
311	1519	915
312	1521	909
313	1523	902
314	1525	895
315	1527	889
316	1529	882
317	1532	877
318	1540	874
319	1542	867
320	1546	862
321	1547	855
322	1549	849
323	1551	842
324	1553	836
325	1554	829
326	1556	823
327	1558	817
328	1563	812
329	1566	807
330	1570	801
331	1576	797
332	1580	792
333	1591	790
334	1596	786
335	1600	781
336	1605	776
337	1607	770
338	1611	765
339	1616	760
340	1618	754
341	1621	749
342	1623	743
343	1628	738
344	1632	733
345	1638	729
346	1643	724
347	1648	719
348	1653	715
349	1655	709
350	1657	703
351	1659	697
352	1662	692
353	1669	688
354	1672	683
355	1677	678
356	1683	674
357	1692	671
358	1698	667
359	1700	661
360	1702	655
361	1705	649
362	1709	645
363	1714	640
364	1718	635
365	1723	630
366	1728	626
367	1735	622
368	1740	617
369	1744	612
370	1746	607
371	1751	602
372	1758	598
373	1762	593
374	1767	589
375	1773	584
376	1778	580
377	1781	575
378	1783	569
379	1791	565
380	1793	560
381	1798	555
382	1805	551
383	1809	546
384	1814	541
385	1819	537
386	1824	532
387	1826	527
388	1828	521
389	1829	516
390	1841	513
391	1846	508
392	1850	503
393	1855	499
394	1859	494
395	1864	489
396	1866	484
397	1868	478
398	1870	473
399	1872	468
400	1875	462
401	1880	458
402	1883	453
403	1887	448
404	1892	443
405	1895	438
406	1900	434
407	1904	429
408	1909	424
409	1912	419
410	1915	414
411	1918	409
412	1922	405
413	1927	400
414	1931	395
415	1936	391
416	1941	386
417	1945	381
418	1948	376
419	1955	372
420	1963	368
421	1968	363
422	1972	359
423	1977	354
424	1982	349
425	1986	345
426	1990	340
427	1997	336
428	2000	331
429	2003	326
430	2007	321
431	2011	316
432	2014	311
433	2018	306
434	2022	302
435	2028	297
436	2030	292
437	2034	287
438	2037	283
439	2039	278
440	2046	273
441	2049	268
442	2051	263
443	2055	259
444	2061	254
445	2064	249
446	2068	245
447	2073	240
448	2076	235
449	2079	231
450	2082	226
451	2088	221
452	2092	217
453	2094	212
454	2098	207
455	2102	202
456	2105	198
457	2108	193
458	2112	188
459	2117	184
460	2121	179
461	2124	174
462	2127	170
463	2132	165
464	2135	160
465	2139	156
466	2142	151
467	2147	146
468	2151	142
469	2155	137
470	2159	132
471	2166	128
472	2169	123
473	2173	119
474	2177	114
475	2181	109
476	2186	105
477	2193	100
478	2199	96
479	2210	92
480	2218	87
481	2224	83
482	2229	78
483	2235	73
484	2243	69
485	2250	64
486	2257	60
487	2266	55
488	2272	51
489	2276	46
490	2282	41
491	2287	37
492	2291	32
493	2297	27
494	2302	23
495	2306	18
496	2312	13
497	2316	9
498	2321	4
499	2327	0
